smiles,cluster_index
CC1CC(C)CN(C1)C(=O)C1=CC(N)=C(C)C=C1,1
CC1=C(N)C=C(C=C1)C(=O)N1CCOCC1,1
CC1=C(N)C=CC(=C1)C(=O)N1CCOCC1,1
CNC1=C(C)C=C(C=C1)C(=O)N1CCOCC1,1
CC1=C(O)C(=CC=C1)C(=O)N1CCSCC1,1
CC1=C(N)C(=CC=C1)C(=O)N1CCSCC1,1
ClCC(=O)NC1=CC(=CC=C1)C(=O)N1CCSCC1,1
CC1=C(O)C=C(C=C1)C(=O)N1CCSCC1,1
CC1=CC(C(=O)N2CCC(CC2)C(O)=O)=C(O)C=C1,1
CC1=CC(C(=O)N2CCSCC2)=C(O)C=C1,1
NC1=CC(=CC=C1)C(=O)N1CCCCC1,1
NC1=CC(=CC=C1)C(=O)N1CCSCC1,1
NC1=CC(=CC=C1)C(=O)N1CCOCC1,1
NC1=CC(=CC=C1)C(=O)N1CCC(O)CC1,1
NC1=CC(=CC=C1)C(=O)N1CCC(CO)CC1,1
NC1=CC(=CC=C1)C(=O)N1CCCC(CO)C1,1
CN(C)C1CCN(CC1)C1=C(F)C=C(N)C=C1,1
NC1=CC(F)=C(C=C1)N1CCOCC1,1
NC1=CC(N2CCS(=O)(=O)CC2)=C(F)C=C1,1
NC1=C(C=C(F)C(=C1)N1CCOCC1)[N+]([O-])=O,1
CCOC1=CC(N2CCOCC2)=C(OCC)C=C1[N+]([O-])=O,1
CC(=O)NCC1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1,1
NC1=C(C=CC(F)=C1)N1C(=O)C2CCCCC2C1=O,1
CN1CCN(CC1)C1=C(N)C=C(F)C=C1,1
CC(N)C1=C(C=CC(F)=C1)N1CCC(O)CC1,1
NC1=C(C=CC(Cl)=C1)N1CCC(CO)CC1,1
CCN1CCN(CC1)C1=C(N)C=C(Cl)C=C1,1
FC1=C(C=CC(C=O)=C1)N1CCOCC1,1
CN1CCN(CC1)C1=C(F)C=C(C=O)C=C1,1
CN1CCCC2=C1C=CC(C=CC(O)=O)=C2,1
CN1CCC2=C1C=CC(C=O)=C2,1
CN1CCN(C)C2=C1C=CC(Br)=C2,1
CN1CCN(C)C2=CC(=CC=C12)C#N,1
NCC1=CC(F)=C(C=C1)N1CCC(O)CC1,1
NCC1=CC(F)=C(C=C1)N1CCOCC1,1
CC(C)(C)OC(=O)N1CCN(CC1)C1=C(F)C=C(CN)C=C1,1
NCC1=CC(F)=C(C=C1)N1CCN(CC1)C1=NC=CC=N1,1
OCC1=CC(F)=C(C=C1)N1CCN(CC1)C1=NC=CC=N1,1
CN1CCN(CC1)C1=C(F)C=C(CO)C=C1,1
CCN(CC)S(=O)(=O)C1=CC(N)=C(C=C1)N1CCN(C)CC1,1
CCN(CC)S(=O)(=O)C1=CC(N)=C(C=C1)N1CCCCC1,1
CCN(CC)S(=O)(=O)C1=CC(N)=C(C=C1)N1CCOCC1,1
CN(C)S(=O)(=O)C1=CC(N)=C(C=C1)N1CCOCC1,1
COC1=C(NS(=O)(=O)C2=CC(N)=C(C=C2)N2CCOCC2)C=CC=C1,1
NC1=C(C=CC(=C1)S(=O)(=O)NC1=CC=C(Cl)C=C1)N1CCOCC1,1
NC1=C(C=C(Br)C=C1)S(=O)(=O)N1CCOCC1,1
NC1=C(C=CC(Br)=C1)N1CCOCC1,1
NC(=O)C1=C(C=CC(=C1)C(F)(F)F)N1CCCC1,1
NC(=O)C1=C(C=C(N)C=C1)N1CCCCC1,1
FC(F)(F)C1=CN=C(C=C1)C(C#N)C(=O)N1CCCCC1,1
CC1=C(C(=O)N2CCCCC2)C2=CC=C(C=C2N1)C(F)(F)F,1
NC1=CC(=CC=C1N1CCCCC1)C(F)(F)F,1
NC1=CC(=CC=C1N1CCCC1)C(F)(F)F,1
CN1CCN(CC1)C1=C(N)C=C(C=C1)C(F)(F)F,1
NC(=O)C1=CC(N)=C(C=C1)N1CCSCC1,1
NC1=C(C=CC(=C1)C(O)=O)N1CCSCC1,1
NC(=O)C1=CC(N)=C(C=C1)N1CCCCC1,1
NC1=C(C=CC(=C1)C(O)=O)N1C=NN=C1,1
CCOC(=O)C1=CC(N)=C(C=C1)N1C=CN=C1,1
CCCN1CCN(CC1)C1=C(Cl)C=C(N)C=C1,1
CN1CCN(CC1)C1=C(Cl)C=C(N)C=C1,1
NC1=CC=C(N2CCOCC2)C(Cl)=C1,1
NC1=CC(Cl)=C(C=C1)N1CCCCC1,1
CC1=C(C=CC(N)=C1)N1CCSCC1,1
NC1=CC(Cl)=C(C=C1)N1CCSCC1,1
NC1=CC(C(O)=O)=C(C=C1)N1CCSCC1,1
CC(=O)C1=CC(F)=C(C=C1)N1CCCCC1,1
CC(=O)C1=CC(F)=C(C=C1)N1CCCC1,1
OC(=O)C1=CC(F)=C(C=C1)N1CCCC1,1
CC(=O)C1=CC(F)=C(C=C1)N1CCNCC1,1
CCN1CCN(CC1)C1=C(F)C=C(C=C1)C(C)=O,1
OC(=O)C1=CC(F)=C(C=C1)N1CCOCC1,1
CC(=O)C1=CC(F)=C(C=C1)N1CCOCC1,1
FC(F)(F)C1=CC(Br)=C(C=C1)N1CCOCC1,1
NC1=CC(=CC=C1N1CCOCC1)C(F)(F)F,1
FC(F)(F)C1=CC(C#N)=C(C=C1)N1CCOCC1,1
FC(F)(F)C1=CC(=C(C=C1)N1CCOCC1)S(Cl)(=O)=O,1
FC(F)(F)C1=CC(CCl)=C(C=C1)N1CCOCC1,1
OCC1=C(C=CC(=C1)C(F)(F)F)N1CCOCC1,1
NCC1=C(C=CC(=C1)C(F)(F)F)N1CCOCC1,1
OC(=O)C1=C(C=CC=C1)N1CCOCC1,1
OC(=O)C1=C(C=CC(F)=C1)N1CCOCC1,1
FC1=C(F)C(F)=C(OC(=O)C2=CC=CC=C2N2CCOCC2)C(F)=C1F,1
OC(=O)C1=C(C=CC(=C1)C(F)(F)F)N1CCOCC1,1
FC1=C(F)C(F)=C(OC(=O)C2=C(C=CC(=C2)C(F)(F)F)N2CCOCC2)C(F)=C1F,1
[O-][N+](=O)C1=CC(C=O)=C(C=C1)N1CCOCC1,1
[O-][N+](=O)C1=CC(C=O)=C(C=C1)N1CCCC1,1
[O-][N+](=O)C1=CC(Cl)=C(C=C1)N1CCNCC1,1
COC1=C(C=CC(=C1)[N+]([O-])=O)N1CCCC1,1
OC(=O)C1=CC(=CC=C1N1CCOCC1)[N+]([O-])=O,1
OC(=O)C1=C(C=CC(=C1)[N+]([O-])=O)N1CCCCC1,1
CC1CCN(CC1)C1=C(C=C(C=C1)[N+]([O-])=O)C(O)=O,1
NC1=CC(C#N)=C(C=C1)N1CCC(O)CC1,1
OC(=O)C1CCN(CC1)C1=C(C=C(C=C1)[N+]([O-])=O)C#N,1
[O-][N+](=O)C1=CC(=C(Cl)C=C1)S(=O)(=O)N1CCOCC1,1
[O-][N+](=O)C1=CC(=C(Cl)C=C1)S(=O)(=O)N1CCCC1,1
OC(=O)C1CCN(CC1)S(=O)(=O)C1=C(Cl)C=CC(=C1)[N+]([O-])=O,1
CC1=C(C=C(C=C1)[N+]([O-])=O)S(=O)(=O)N1CCC(CC1)C(O)=O,1
[O-][N+](=O)C1=CC=C(C=C1)N1CCCCC1,1
[O-][N+](=O)C1=CC=C(C=C1)N1CCOCC1,1
[O-][N+](=O)C1=CC=C(C=C1)N1CCNCC1,1
[O-][N+](=O)C1=CC=C(C=C1)N1CCC(=O)CC1,1
[O-][N+](=O)C1=CC=C(C=C1)S(=O)(=O)N1CCOCC1,1
[O-][N+](=O)C1=CC=C(C=C1)S(=O)(=O)N1CCCC1,1
[O-][N+](=O)C1=CC=C(C=C1)N1CCN(CC1)C(=O)CCl,1
[O-][N+](=O)C1=CC=C(C=C1)S(=O)(=O)N1CCN(CC1)C(=O)CCl,1
OC1=C(C=CC(=C1)N1CCCCC1)[N+]([O-])=O,1
OC1=C(C=CC(=C1)N1CCOCC1)[N+]([O-])=O,1
OC(=O)C1=C(N2CCOCC2)C(=CC=C1)[N+]([O-])=O,1
OC(=O)C1=C(C=CC(=C1)N1CCOCC1)[N+]([O-])=O,1
CN1CCN(CC1)C1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O,1
CC(=O)N1CCN(CC1)C1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O,1
OC(=O)C1=CC(=C(C=C1)N1CCOCC1)[N+]([O-])=O,1
OC(=O)C1=CC(=C(C=C1)N1CCCC1)[N+]([O-])=O,1
CC1CC(C)CN(C1)C1=C(C=C(C=C1)C(O)=O)[N+]([O-])=O,1
OC(=O)C1CCN(CC1)C1=C(C=C(C=C1)S(=O)(=O)N1CCCCC1)[N+]([O-])=O,1
OC(=O)C1CCN(CC1)C1=C(C=C(C=C1)S(=O)(=O)N1CCOCC1)[N+]([O-])=O,1
NS(=O)(=O)C1=CC(=C(C=C1)N1CCC(CC1)C(O)=O)[N+]([O-])=O,1
CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)N1CCC(CC1)C(O)=O)[N+]([O-])=O,1
[O-][N+](=O)C1=C(C=CC(C=O)=C1)N1CCCCC1,1
[O-][N+](=O)C1=C(C=CC(C=O)=C1)N1CCCC1,1
[O-][N+](=O)C1=C(C=CC(C=O)=C1)N1CCOCC1,1
COC1=CC=CC=C1C1CCN(CC1)C1=CC=C(C=O)C=C1[N+]([O-])=O,1
COC1=CC=CC=C1C1CCN(CC1)C1=CC=C(C=CC(O)=O)C=C1[N+]([O-])=O,1
[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)N1CCCCC1,1
[O-][N+](=O)C1=CC(=CC=C1N1CCCC1)C(F)(F)F,1
[O-][N+](=O)C1=CC(=CC=C1N1CCOCC1)C(F)(F)F,1
[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)N1CCNCC1,1
OC(=O)C1CCN(CC1)C1=C(C=C(C=C1)C(F)(F)F)[N+]([O-])=O,1
CC1=CC(=O)N=C2SC(=NN12)N1CCNCC1,1
CC1=C(C)N=C(S1)N1CCNCC1,1
FC1=CC=C(C=C1)C1=CN2N=C(SC2=N1)N1CCNCC1,1
CC1=NN=C(S1)N1CCC(=O)CC1,1
CC1=CSC(=N1)N1CCC(=O)CC1,1
O=CC1=CN=C(S1)N1CCOCC1,1
O=CC1=CN=C(S1)N1CCCCC1,1
CCOC(=O)C1=CN=C(S1)N1CCNCC1,1
ClCC(=O)C1=CN=C(S1)N1CCCCC1,1
C1CN(CCN1)C1=NC(=NS1)C1=CC=CC=C1,1
C1CNCCN(C1)C1=NC(=NS1)C1=CC=CC=C1,1
NC1=NSC(=N1)N1CCCC1,1
NC1=NSC(=N1)N1CCNCC1,1
SC1=NN=C(S1)N1CCCC1,1
SC1=NN=C(S1)N1CCCCC1,1
SC1=NN=C(S1)N1CCOCC1,1
OC(=O)C1=C2SC(=NC2=NC(=C1)C1=CC(Cl)=CC=C1)N1CCCCC1,1
OC(=O)C1=C2SC(=NC2=NC(=C1)C1=CC=CC=C1)N1CCCCC1,1
OC(=O)C1=C2SC(=NC2=NC(=C1)C1=CN=CC=C1)N1CCCC1,1
COC1=C(OC)C=C(C=C1)C1=NC2=C(SC(=N2)N2CCCCC2)C(=C1)C(O)=O,1
O=CC1=C(N=C2C=CC=CC2=C1)N1CCCCC1,1
OC(=O)C1=C(N=C2C=CC=CC2=C1)N1CCCC1,1
NC1=C(N=C2C=CC=CC2=N1)N1CCCC1,1
ClC1=CC(N2CCCC2)=C(C#N)C(=N1)N1CCCC1,1
NC1=NC(N2CCCC2)=C(C#N)C2=C1C(=CC(=N2)C1=CC=CC=C1)C1=CC=CC=C1,1
NC1=NC(N2CCCCC2)=C(C(SC2=CC=C(Cl)C=C2)=N1)C1=CC=CC=C1,1
OCCN(CCO)C1=NC(N2CCCCC2)=C2N=C(N=C(N3CCCCC3)C2=N1)N(CCO)CCO,1
OCCN(CCO)C1=NC2=C(N=C(N=C2C=N1)N(CCO)CCO)N1CCCCC1,1
C1CN(CCO1)C1=C2N=CNC2=NC=N1,1
C1CCN(C1)C1=C2N=CNC2=NC=N1,1
NC1=C(N=CN=C1)N1CCCC1,1
NC1=C(N=CN=C1Cl)N1CCCC1,1
CC1=C(C)C(C(N)=S)=C(N=N1)N1CCCC1,1
CC1=C(C)C(C(N)=O)=C(N=N1)N1CCCC1,1
CC1=C(C)C(C#N)=C(N=N1)N1CCCC1,1
BrC1=NC(=CC=C1)N1CCCC1,1
BrC1=NC(=CC=C1)N1CCOCC1,1
BrCC1=NC(=CC=C1)N1CCCC1,1
O=CC1=NC(=CC=C1)N1CCCC1,1
O=CC1=NC(=CC=C1)N1CCOCC1,1
OC(=O)C1=NC(=CC=C1)N1CCCC1,1
OC(=O)C1=NC(=CC=C1)N1CCCCC1,1
OC(=O)C1=NC(=CC=C1)N1CCOCC1,1
N#CC1=NC(=CC=C1)N1CCCC1,1
CN1CCN(CC1)C1=NC(=CC=C1)C#N,1
N#CC1=NC(=CC=C1)N1CCOCC1,1
NC1=NC(=NC=C1)N1CCCC1,1
NCC1=NC(=NC=C1)N1CCCC1,1
CN1CCN(CC1)C1=NC(Cl)=CC=N1,1
OC(=O)C1=NC(=NC=C1)N1CCCCC1,1
OC(=O)C1=NC(=NC=C1)N1CCCC1,1
ClC1=NC(=CC=N1)N1CCOCC1,1
ClC1=NC(=CC=N1)N1CCCC1,1
NNC1=NC(=CC=N1)N1CCOCC1,1
NC(=O)C1CCN(CC1)C1=NC(=CC=N1)C(F)(F)F,1
OC(=O)C1CCN(CC1)C1=NC(=CC=N1)C(F)(F)F,1
OC1CCN(CC1)C1=NC(=CC=N1)C(F)(F)F,1
OCCN1CCN(CC1)C1=NC(=CC=N1)C(F)(F)F,1
FC(F)(F)C1=NC(=NC=C1)N1CCNCC1,1
FC(F)(F)C1=NC(=NC=C1)N1CCCNCC1,1
C1CN(CCN1C1=NC=CC=N1)C1=NC=CC=N1,1
C1CN(CCN1)C1=NC=CC=N1,1
NC1CCN(CC1)C1=NC=CC=N1,1
OCC1CCN(CC1)C1=NC=CC=N1,1
N#CCN1CCN(CC1)C1=NC=CC=N1,1
NCCCN1CCN(CC1)C1=NC=CC=N1,1
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,1
O=C1N(CCCCN2CCN(CC2)C2=NC=CC=N2)S(=O)(=O)C2=CC=CC=C12,1
NCCC(=O)N1CCN(CC1)C1=NC=CC=N1,1
OC(=O)CCC(=O)N1CCN(CC1)C1=NC=CC=N1,1
ClCCC(=O)N1CCN(CC1)C1=NC=CC=N1,1
ClCC(=O)N1CCN(CC1)C1=NC=CC=N1,1
NC(=O)C1=CN=C(C=C1)N1CCNCC1,1
CCOC(=O)C1=CN=C(C=C1)N1CCNCC1,1
CCOC(=O)C1=CN=C(C=C1)N1CC(N)C1,1
CCOC(=O)C1=CN=C(S)C=C1,1
COC(=O)C1=CC=C(N=C1)N1CCCCC1,1
COC(=O)C1=CC=C(N=C1)N1CCCC1,1
ClC(=O)C1=CN=C(C=C1)N1CCOCC1,1
OC(=O)C1=CN=C(C=C1)N1CCOCC1,1
CC1CN(CC(C)O1)C1=NC=C(C=C1)C(O)=O,1
O=S(=O)(N1CCOCC1)C1=CN=C(C=C1)N1CCNCC1,1
ClS(=O)(=O)C1=CN=C(C=C1)N1CCOCC1,1
NCC1=CN=C(C=C1)N1CCN(CC1)C1=CC=CC=C1,1
NCC1=CN=C(C=C1)N1CCN(CC1)C1=NC=CC=C1,1
CN1CCN(CC1)C1=NC=C(CN)C=C1,1
OCC1=CN=C(C=C1)N1CCCC1,1
OCC1=CN=C(C=C1)N1CCCCC1,1
OCC1=CC=C(N=C1)N1CCOCC1,1
CN1CCN(CC1)C1=NC=C(C=O)C=N1,1
O=CC1=CN=C(N=C1)N1CCCC1,1
O=CC1=CN=C(N=C1)N1CCOCC1,1
O=CC1=CC=C(N=C1)N1CCCC1,1
O=CC1=CN=C(C=C1)N1CCCCC1,1
O=CC1=CC=C(N=C1)N1CCOCC1,1
FC1=CC=C(C=C1)N1CCN(CC1)C1=NC=C(C=C1)C#N,1
N#CC1=CN=C(C=C1)N1CCN(CC1)C1=CC=CC=C1,1
N#CC1=CN=C(C=C1)N1CCN(CC1)C1=NC=CC=C1,1
N#CC1=CN=C(C=C1)N1CCOCC1,1
CC1=CC(=CC=C1)N1CCN(CC1)C1=NC=C(C=C1)C#N,1
CN1CCN(CC1)C1=NC=C(C=C1)C#N,1
CCN1CCN(CC1)C1=NC=C(C=C1)C#N,1
NC1CCN(CC1)C1=NC=C(C=C1)C#N,1
OC(=O)C1CCN(CC1)C1=NC=C(C=C1)C#N,1
CC(C)(C)OC(=O)NC1CCN(CC1)C1=NC=C(C=C1)C#N,1
N#CC1=CC=C(N=C1)N1CCNCC1,1
N#CC1=CC=C(N=C1)N1CCCNCC1,1
ClC1=CN=C(C=C1)N1CCNCC1,1
FC(F)(F)C1=CN=C(C=C1)N1CCCNCC1,1
O=C1NC(=CC2=C1C=CC=C2)N1CCOCC1,1
O=C1NC=C(N2CCOCC2)C(=O)N1,1
O=C1C(=O)C(N2CCOCC2)=C1N1CCCC1,1
NC1=C(N2CCOCC2)C(Cl)=CC=C1,1
FC(F)(F)COC(=O)NC1=C(N2CCOCC2)C(Cl)=CC=C1,1
OC1=C(C=CC=C1)N1CCOCC1,1
NC1=C(C=CC=C1)N1CCOCC1,1
OCC1=CC=CC=C1N1CCOCC1,1
CCOC1=C(C=NN(C)C1=O)N1CCOCC1,1
CN1N=CC(N2CCOCC2)=C(Cl)C1=O,1
CN1N=C(C)C(N)=C1N1CCOCC1,1
CN1N=C(C)C(C=O)=C1N1CCOCC1,1
O=CC1=C(N=C(S1)N1CCOCC1)C1=CC=CC=C1,1
OCC1=C(N=C(S1)N1CCOCC1)C1=CC=CC=C1,1
OCC1=CN=C(S1)N1CCOCC1,1
O=C1NC=NC2=C1SC(=N2)N1CCOCC1,1
COC(=O)C1=C(N)N=C(S1)N1CCOCC1,1
COC(=O)CN1N=NC(=N1)N1CCOCC1,1
OC(=O)C1=CC(=C(S1)N1CCOCC1)C1=CC=CC=C1,1
OC(=O)C1=CC=C(S1)N1CCOCC1,1
CNCC1=CC=C(S1)N1CCOCC1,1
OC1=NSN=C1N1CCOCC1,1
CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,1
OC(=O)C1=CSC(=N1)N1CCOCC1,1
NNC(=O)C1=CSC(=N1)N1CCOCC1,1
CCOC(=O)C1=CSC(=N1)N1CCOCC1,1
NNC(=O)CC1=CSC(=N1)N1CCOCC1,1
OCC1=CSC(=N1)N1CCOCC1,1
C1CN(CCO1)C1=NC(=CS1)C1=CC=CC=C1,1
NC1=CC=C(C=C1)C1=CSC(=N1)N1CCOCC1,1
NC1=CC(=CC=C1)N1CCOCC1,1
OC1=CC=CC(=C1)N1CCOCC1,1
NC1=CC(=CC(F)=C1)N1CCOCC1,1
OCC1=CC(=CC=C1)N1CCOCC1,1
OCC1=CC=C(C=C1)N1CCOCC1,1
O=CC1=CC(=CC=C1)N1CCOCC1,1
O=CC1=CC=C(C=C1)N1CCOCC1,1
ON=CC1=CC=C(C=C1)N1CCOCC1,1
IC1=CC=C(C=C1)N1CCOCC1,1
IC1=CN=C(C=C1)N1CCOCC1,1
CC(N)C1=CC=C(C=C1)N1CCOCC1,1
C(NC1=CC=C(C=C1)N1CCOCC1)C1=NC=CC=C1,1
CCCCNC1=CC=C(C=C1)N1CCOCC1,1
S=C=NC1=CC=C(N=C1)N1CCOCC1,1
S=C=NC1=CC=C(C=C1)N1CCOCC1,1
ClC1=NC(=NC(Cl)=N1)N1CCOCC1,1
CC1=NC(=NC(N)=C1)N1CCOCC1,1
NC1=NC(=NS1)N1CCOCC1,1
CC(C)(C)CC(C)(C)NC1=NC(=NC(=N1)N1CCOCC1)N1CCOCC1,1
C1CN1C1=NC(=NC(=N1)N1CC1)N1CC1,1
CC(C)(C)C1=NOC(=N1)C(N1CCOCC1)N1CCOCC1,1
C1CN(CCO1)C1=NC(NC2=CC=CC=C2)=NC(NC2=CC=CC=C2)=N1,1
C1CN(CCO1)C1=NC(=NC(NC2=CC=CC=C2)=N1)N1CCOCC1,1
CC1=NC(=NC(CO)=C1)N1CCCCC1,1
CC1=NC(=NC(C=O)=C1)N1CCCCC1,1
COC1=NC(=NC(Cl)=N1)N1CCCCCC1,1
CCOC(=O)C1CCN(CC1)C1=NC(Cl)=NC(Cl)=N1,1
CC1=CC=C(C=C1)N1C(S)=NN=C1N1CCCC1,1
CC1=CC=C(C=C1)N1C(S)=NN=C1N1CCCCC1,1
SC1=NN=C(N1C1=CC=CC=C1)N1CCCCC1,1
SC1=NN=C(N2CCCC2)N1C1=C(Cl)C=CC=C1,1
COC1=C(C=CC=C1)N1C(S)=NN=C1N1CCCCC1,1
SC1=NN=C(N1C1=CC=CC=C1)N1CCOCC1,1
CC1=CC=C(C=C1)N1C(S)=NN=C1N1CCOCC1,1
FC1=CC(=CC=C1)N1C(S)=NN=C1N1CCOCC1,1
CC1=C(C=CC=C1)N1C(S)=NN=C1N1CCOCC1,1
CCN1C(S)=NN=C1N1CCOCC1,1
CC(C)CN1C(S)=NN=C1N1CCOCC1,1
FC(F)(F)CN1C(S)=NN=C1N1CCOCC1,1
CN1C(S)=NN=C1N1CCOCC1,1
CCC(=O)C(CC(C)N1CCOCC1)(C1=CC=CC=C1)C1=CC=CC=C1,1
CC(CN1CCOCC1)C(C(=O)N1CCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,1
C1CN(CCO1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,1
NC(CN1CCOCC1)CC1=CC=CC=C1,1
OC(=O)C(N1CCOCC1)C1=C(F)C=CC=C1,1
OC(=O)C(CS(=O)(=O)C1=CC=CC=C1)N1CCOCC1,1
O=C1C2=C(C=CC=C2)C(=O)C1(CN1CCOCC1)C1=CC=CC=C1,1
CCN1C[C@@H](CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,1
O=C(CN1CCOCC1)N1CN(C(=O)C2=C1C=CC=C2)C1=CC=CC=C1,1
NC1=C(C=CC=C1)C(=O)NCCCN1CCOCC1,1
NC1=C(NCCCN2CCOCC2)C=CC(=C1)C(O)=O,1
CC1=C(C=C(N1CCCN1CCOCC1)C1=CC=CC=C1)C(O)=O,1
CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1,1
C(CNC1=NC2=C(S1)C=CC=C2)CN1CCOCC1,1
SC1=NN=C(NCCCN2CCOCC2)S1,1
O=C(CCN1CCOCC1)C1=CC2=C(C=CC=C2)C=C1,1
O=C(CCN1CCOCC1)C1=CC2=C(O1)C=CC=C2,1
CCOC(=O)NC1=CC=C2SC3=CC=CC=C3N(C(=O)CCN3CCOCC3)C2=C1,1
NC1=C(C=CC=C1)C(=O)N1CCOCC1,1
OC1=CC=CC=C1C(=O)N1CCOCC1,1
OC1=C(C=C2C=CC=CC2=C1)C(=O)N1CCOCC1,1
OC(=O)C1=C(N=CC=N1)C(=O)N1CCOCC1,1
O=C(C(=S)N1CCOCC1)C1=CC=CC=C1,1
NC1=C(OCC(=O)N2CCOCC2)C=CC=C1,1
CC(=O)OC1=CC=CC=C1C(=O)OCC(=O)N1CCOCC1,1
CCOC(=O)N=C(/N1CCOCC1)C1=CC=CN1,1
COC1=C(OC)C=C(C=C1)C(=CC(=O)N1CCOCC1)C1=CC=C(Cl)C=C1,1
COC1=CC=C(C=C1OC)C(=C/C(=O)N1CCOCC1)C1=CC=C(F)C=C1,1
COC1=CC(=CC(OC)=C1OCCN1CCOCC1)C(=O)C1=CC=C(Cl)C=C1,1
COC1=CC(=CC(OC)=C1OC)C(=O)N1CCOCC1,1
ClC1=CC=C(C=C1)C(C#N)N1CCOCC1,1
OC1=CC=C(C=C1)C(C#N)N1CCOCC1,1
N#CC(N1CCOCC1)C1=CC=CC=C1,1
[O-][N+](=O)C1=CC(OCCN2CCOCC2)=CC=C1,1
[O-][N+](=O)C1=CC=C(OCCN2CCOCC2)C=C1,1
OCC1=CC(OCCN2CCOCC2)=CC=C1,1
N#CC1=CC=C(OCCN2CCOCC2)C=C1,1
NC1=CC=C(OCCN2CCOCC2)C=C1,1
O=CC1=CC=CC=C1OCCN1CCOCC1,1
NC1=C(OCCN2CCOCC2)C=CC=C1,1
[O-][N+](=O)C1=C(OCCN2CCOCC2)C=CC=C1,1
CC1=C(OCCN2CCOCC2)C=CC=C1O,1
C(CC1=CC=C(COC2=CC=CC=C2)C=C1)N1CCOCC1,1
C(CN1CCOCC1)CC1=CC=C(COC2=CC=CC=C2)C=C1,1
OCC1=CC=C(CN2CCOCC2)C=C1,1
OC(=O)C1=CC=C(CN2CCOCC2)C=C1,1
NC(=NO)C1=CC=C(CN2CCOCC2)C=C1,1
NCC1=CC=C(CN2CCOCC2)C=C1,1
NC1=CC=C(CN2CCOCC2)C=C1,1
[O-][N+](=O)C1=CC=C(CN2CCOCC2)C=C1,1
NC1=NC=C(CN2CCOCC2)C=C1,1
C(N1CCOCC1)C1=CC=CC=C1,1
C(SC1=CC=CC=C1)C1=CC=C(CN2CCOCC2)C=C1,1
O=CC1=CC(CN2CCOCC2)=CC=C1,1
O=CC1=CC=C(CN2CCOCC2)C=C1,1
IC1=CC=CC=C1CN1CCOCC1,1
NC1=CC=CC=C1CN1CCOCC1,1
OCC1=C(CN2CCOCC2)C=CC=C1,1
O=CC1=C(CN2CCOCC2)C=CC=C1,1
N#CC1=C(C=CC=C1)C1=CC=C(CN2CCOCC2)C=C1,1
N#CC1=CC=CC=C1CN1CCOCC1,1
O=C1OCCN1CC1=C(C=CC=C1)C#N,1
NC1=CC2=C(NC(CCN3CCOCC3)=N2)C=C1,1
NC1=CC2=C(C=C1)N=C(CN1CCOCC1)N2,1
NC1=NC(CN2CCOCC2)=CC=C1,1
CC(=O)N1CCN(CC2=NC(N)=CC=C2)CC1,1
CN1CCOCC1,1
C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2,1
O=NN1CCOCC1,1
O=P(N1CCOCC1)(N1CCOCC1)N1CCOCC1,1
C1CCN(CC1)SSN1CCCCC1,1
C1CN(CCO1)SSN1CCOCC1,1
C[Si]12OCCN(CCO1)CCO2,1
ClC[Si]12OCCN(CCO1)CCO2,1
C=C[Si]12OCCN(CCO1)CCO2,1
C1CN2CN(C1)CCN1CCCN(C1)CC2,1
C1CN2CCN1CC2,1
C1CN2CCC1CC2,1
C1N2CN3CN1CN(C2)C3,1
O=NN1CN2CN(C1)CN(C2)N=O,1
C1CN2CCN3CCN4CCN1[C@H]2[C@H]34,1
C1CN2CCN3CCN1C23,1
O=CN1CCN(CC1)C=O,1
O=CN1CCCCC1,1
O=CN1CCOCC1,1
ClS(=O)(=O)N1CCN(CC1)C=O,1
CN1CCCCC1,1
CN1CCCC1,1
CN1CCN(C)CC1,1
CN1CCCN(C)CCN(C)CCCN(C)CC1,1
NC(=S)N1CCOCC1,1
NC(=O)N1CCOCC1,1
NC(=S)CC(=O)N1CCOCC1,1
NC(=C[N+]([O-])=O)N1CCOCC1,1
S=C(SN1CCOCC1)N1CCOCC1,1
NC(=O)C(=CN1CCOCC1)C#N,1
C=CCNC(=S)N1CCOCC1,1
FC(F)(F)CNC(=S)N1CCOCC1,1
NNC(=S)N1CCOCC1,1
NNC(=O)N1CCSCC1,1
NNC(=O)N1CCOCC1,1
ClCCC(=O)N1CCOCC1,1
ClCC(=O)N1CCOCC1,1
OCC(=O)N1CCOCC1,1
CN(CC(=O)N1CCOCC1)C(=O)CCl,1
CC(=O)N1CCOCC1,1
CC(=O)CC(=O)N1CCOCC1,1
